productId	productSKU	product_url	name	price	image	Category	Short Description	Description	tags	Features	Related Products	Size	Activity	Gender	Material	Color
2698	24-WG02	https://gopher1.extrkt.com/?product=didi-sport-watch	Didi Sport Watch	£92.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wg02-bk-0-300x300.jpg	New Luma Yoga Collection	This is a simple product called Didi Sport Watch	The Didi Sport Watch helps you keep your workout plan down to the second. The vertical, digital face looks sleek and futuristic. This watch is programmed with tons of helpful features such as a timer, an alarm clock, a pedometer, and more to help make your excercise more productive.	['Gear', 'Watches|Collections', 'New Luma Yoga Collection']	Digital display.LED backlight.Rubber strap with buckle clasp.1-year limited warranty.	[{'Name': 'Cruise Dual Analog Watch', 'Price': '£55.00', 'Link': 'https://gopher1.extrkt.com/?product=cruise-dual-analog-watch'}, {'Name': 'Summit Watch', 'Price': '£54.00', 'Link': 'https://gopher1.extrkt.com/?product=summit-watch'}, {'Name': 'Dash Digital Watch', 'Price': '£92.00', 'Link': 'https://gopher1.extrkt.com/?product=dash-digital-watch'}]	None	Athletic, Gym	Women	Metal, Rubber, Silicone	None
2276	WS11	https://gopher1.extrkt.com/?product=diva-gym-tee	Diva Gym Tee	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws11-yellow_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Diva Gym Tee	The Diva Gym Tee feels like your favorite right out of the mailbox. Micro-sleeved, lightweight and extra comfortable, it’s a casual staple that hides incredible comfort behind a laid-back, carefree look.	['Clothing', 'Women', 'Tops', 'Tees|Clothing', 'Promotions', 'Tees|Clothing', 'Promotions', 'Women Sale|Clothing', 'Collections', 'Erin Recommends|Clothing']	Bright yellow v-neck tee. Moisture-wicking fabric.  Long-Sleeves.  Machine wash/line dry.	None	XS, S, M, L, XL	None	None	None	Green, Orange, Yellow
2742	24-WB03	https://gopher1.extrkt.com/?product=driven-backpack	Driven Backpack	£36.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb03-purple-0-300x300.jpg	Bags	This is a simple product called Driven Backpack	School books, camp gear and yoga clothes get along just fine in the all-purpose Driven Backpack. Crafted with tough polyester ripstop fabric, it’s outfitted with rubberized end panels and padded, adjustable shoulder straps. The roomy main compartment features molded foam pockets that host everything you need.	['Gear', 'Bags']	Large main and small zip compartments.Adjustable, padded straps.Interior foam pockets.Exterior zip compartment.Left sport bottle pocket.Survival gear sold separately.	[{'Name': 'Joust Duffle Bag', 'Price': '£34.00', 'Link': 'https://gopher1.extrkt.com/?product=joust-duffle-bag'}, {'Name': 'Crown Summit Backpack', 'Price': '£38.00', 'Link': 'https://gopher1.extrkt.com/?product=crown-summit-backpack'}, {'Name': 'Impulse Duffle', 'Price': '£74.00', 'Link': 'https://gopher1.extrkt.com/?product=impulse-duffle'}, {'Name': 'Fusion Backpack', 'Price': '£59.00', 'Link': 'https://gopher1.extrkt.com/?product=fusion-backpack'}]	None	Gym, School, Yoga	None	Mesh, Nylon, Polyester	None
2712	24-UG07	https://gopher1.extrkt.com/?product=dual-handle-cardio-ball	Dual Handle Cardio Ball	£12.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug07-bk-0-300x300.jpg	Erin Recommends	This is a simple product called Dual Handle Cardio Ball	Make the most of your limited workout window with our Dual-Handle Cardio Ball. The 15-lb ball maximizes the effort-impact to your abdominal, upper arm and lower-body muscles. It features a handle on each side for a firm, secure grip.	['Gear', 'Fitness Equipment|Collections', 'Erin Recommends']	Durable plastic shell with sand fill.Two handles.15 lbs.	None	None	Athletic, Sports, Gym	Men, Women, Unisex	Plastic	None
2425	WSH07	https://gopher1.extrkt.com/?product=echo-fit-compression-short	Echo Fit Compression Short	£24.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh07-black_main-300x300.jpg	New Luma Yoga Collection|Clothing	This is a variable product called a Echo Fit Compression Short	Your muscles know it’s go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.	['Clothing', 'Women', 'Bottoms', 'Shorts|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing']	Black compression shorts. High-waisted cut. Compression fit. Inseam: 1.0″.  Machine wash/dry.	None	28, 29, 30, 31, 32	None	None	None	Black, Blue, Purple
1324	WB01	https://gopher1.extrkt.com/?product=electra-bra-top	Electra Bra Top	£39.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb01-gray_main-300x300.jpg	Eco Friendly|Clothing	This is a variable product called a Electra Bra Top	A heavenly soft and stylish eco garment, the Electra Bra Top is perfect for wearing on its own as a hot yoga top or layered under a tank.	['Clothing', 'Women', 'Tops', 'Bras & Tanks|Clothing', 'Promotions', 'Women Sale|Clothing', 'Collections', 'Eco Friendly|Clothing']	Gray rouched bra top. Attractive back straps feature contrasting motif fabric. Interior bra top is lined with breathable mesh. Elastic underband for superior support. Removable cup inserts. Chafe-free flat lock seams provide added comfort.	None	XS, S, M, L, XL	None	None	None	Black, Gray, Purple
2175	WS06	https://gopher1.extrkt.com/?product=elisa-evercool-tee	Elisa EverCool™ Tee	£29.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws06-purple_main-300x300.jpg	Eco Friendly|Clothing	This is a variable product called a Elisa EverCool™ Tee	When rising temps threaten to melt you down, Elisa EverCool™ Tee brings serious relief. Moisture-wicking fabric pulls sweat away from your skin, while the innovative seams hug your muscles to enhance your range of motion.	['Clothing', 'Women', 'Tops', 'Tees|Clothing', 'Promotions', 'Tees|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Eco Friendly|Clothing']	Purple heather v-neck tee. Short-Sleeves. Luma EverCool™ fabric.  Machine wash/line dry.	[{'Name': 'Layla Tee', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=layla-tee'}]	XS, S, M, L, XL	None	None	None	Gray, Purple, Red
1926	WP02	https://gopher1.extrkt.com/?product=emma-leggings	Emma Leggings	£42.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp02-blue_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Emma Leggings	These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma’s subtle contrast fabric and fit ensure you’re stylish without overdoing it.	['Clothing', 'Women', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Light blue heather yoga pants.  Body hugging fit. Low rise fit.	[{'Name': 'Deirdre Relaxed-Fit Capri', 'Price': '£63.00', 'Link': 'https://gopher1.extrkt.com/?product=deirdre-relaxed-fit-capri'}, {'Name': 'Aeon Capri', 'Price': '£48.00', 'Link': 'https://gopher1.extrkt.com/?product=aeon-capri'}, {'Name': 'Karmen Yoga Pant', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=karmen-yoga-pant'}]	28, 29	None	None	None	Blue, Purple, Red
2741	24-WB06	https://gopher1.extrkt.com/?product=endeavor-daytrip-backpack	Endeavor Daytrip Backpack	£33.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb06-red-0-300x300.jpg	Erin Recommends	This is a simple product called Endeavor Daytrip Backpack	With more room than it appears, the Endeavor Daytrip Backpack will hold a whole day’s worth of books, binders and gym clothes. The spacious main compartment includes a dedicated laptop sleeve. Two other compartments offer extra storage space.	['Gear', 'Bags|Collections', 'Erin Recommends']	Foam-padded adjustable shoulder straps.900D polyester.Oversized zippers.Locker loop.	[{'Name': 'Savvy Shoulder Tote', 'Price': 'Sale!', 'Link': 'https://gopher1.extrkt.com/?product=savvy-shoulder-tote'}, {'Name': 'Strive Shoulder Pack', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=strive-shoulder-pack'}]	None	Gym, Hiking, School, Urban	None	Mesh, Nylon, Polyester	None
2691	24-MG01	https://gopher1.extrkt.com/?product=endurance-watch	Endurance Watch	£49.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mg01-bk-0-300x300.jpg	Watches	This is a simple product called Endurance Watch	It’s easy to track and monitor your training progress with the Endurance Watch. You’ll see standard info like time, date and day of the week, but it also functions for the serious high-mileage athete: lap counter, stopwatch, distance, heart rate, speed/pace, cadence and altitude.	['Gear', 'Watches']	Digital display.LED backlight.Strap fits 7″ to 10″.1-year limited warranty.Comes with polished metal case.	[{'Name': 'Aim Analog Watch', 'Price': '£45.00', 'Link': 'https://gopher1.extrkt.com/?product=aim-analog-watch'}, {'Name': 'Bolo Sport Watch', 'Price': '£49.00', 'Link': 'https://gopher1.extrkt.com/?product=bolo-sport-watch'}, {'Name': 'Luma Analog Watch', 'Price': '£43.00', 'Link': 'https://gopher1.extrkt.com/?product=luma-analog-watch'}, {'Name': 'Clamber Watch', 'Price': '£54.00', 'Link': 'https://gopher1.extrkt.com/?product=clamber-watch'}]	None	Recreation, Athletic	Men	Metal, Rubber, Silicone	None
1627	WH11	https://gopher1.extrkt.com/?product=eos-v-neck-hoodie	Eos V-Neck Hoodie	£54.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh11-blue_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Eos V-Neck Hoodie	Getting chilly before class starts? Wear the Eos on your way to and from yoga for a cute and cozy warmup piece. Reach for its reliable comfort and enjoy a super-soft blend of fabrics finished in sporty style that includes a hidden kangaroo pocket.	['Clothing', 'Women', 'Tops', 'Hoodies & Sweatshirts|Clothing', 'Collections', 'Erin Recommends|Clothing']	Semi-fitted. Long-Sleeve. Machine wash/line dry.	None	XS, S, M, L, XL	None	None	None	Blue, Green, Orange
1349	WB02	https://gopher1.extrkt.com/?product=erica-evercool-sports-bra	Erica Evercool Sports Bra	£39.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb02-blue_main-300x300.jpg	Bras & Tanks	This is a variable product called a Erica Evercool Sports Bra	Perfect for medium-impact workouts, our Erica EverCool™ Sports Bra brings a brilliant combo of comfort and style. Moisture-wicking technology keeps you dry, and the flattering hybrid racerback promises an unbeatable range of motion.	['Clothing', 'Women', 'Tops', 'Bras & Tanks']	Honeycomb light blue bra top. Elastic hem. Reinforced binding.  Machine wash/dry.	[{'Name': 'Chloe Compete Tank', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=chloe-compete-tank'}, {'Name': 'Lucia Cross-Fit Bra', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=lucia-cross-fit-bra'}, {'Name': 'Zoe Tank', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=zoe-tank'}, {'Name': 'Prima Compete Bra Top', 'Price': '£24.00', 'Link': 'https://gopher1.extrkt.com/?product=prima-compete-bra-top'}]	XS, S, M, L, XL	None	None	None	Blue, Orange, Yellow
2473	WSH12	https://gopher1.extrkt.com/?product=erika-running-short	Erika Running Short	£45.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh12-green_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called Erika Running Shorts	A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.	['Clothing', 'Women', 'Bottoms', 'Shorts|Clothing', 'Collections', 'Erin Recommends|Clothing']	Seafoam pattern running shorts. Elastic waistband. Snug fit. 4” inseam. 76% premium brushed Nylon / 24% Spandex.	[{'Name': 'Ina Compression Short', 'Price': '£49.00', 'Link': 'https://gopher1.extrkt.com/?product=ina-compression-short'}]	None	None	None	None	None
1187	MT01	https://gopher1.extrkt.com/?product=erikssen-cooltech-fitness-tank	Erikssen CoolTech™ Fitness Tank	£29.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt01-red_main-300x300.jpg	Tanks	This is a variable product called a Erikssen CoolTech™ Fitness Tank	A good running tank helps make the miles pass by keep you cool. The Erikssen CoolTech™ Fitness Tank completes that mission, with performance fabric engineered to wick perspiration and promote airflow.	['Clothing', 'Men', 'Tops', 'Tanks']	Red performance tank. Slight scoop neckline.  Reflectivity.  Machine wash/dry.	[{'Name': 'Tiberius Gym Tank', 'Price': '£18.00', 'Link': 'https://gopher1.extrkt.com/?product=tiberius-gym-tank'}, {'Name': 'Primo Endurance Tank', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=primo-endurance-tank'}, {'Name': 'Vulcan Weightlifting Tank', 'Price': '£28.00', 'Link': 'https://gopher1.extrkt.com/?product=vulcan-weightlifting-tank'}, {'Name': 'Tristan Endurance Tank', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=tristan-endurance-tank'}]	XS, S, M, L, XL	None	None	None	Gray, Orange, Red
2315	WSH01	https://gopher1.extrkt.com/?product=fiona-fitness-short	Fiona Fitness Short	£29.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh01-black_main-300x300.jpg	Eco Friendly|Clothing	This is a variable product called a Fiona Fitness Short	Don’t let the plain style fool you: the Fiona Fitness Short demands notice on several levels. Comfort, of course. But also a performance-grade wicking fabric that takes everything you can give.	['Clothing', 'Women', 'Bottoms', 'Shorts|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Eco Friendly|Clothing']	Black run shorts – cotton/spandex. 5” inseam. Machine wash/Line dry.	None	28, 29, 30, 31, 32	None	None	None	Black, Green, Red
78	MH04	https://gopher1.extrkt.com/?product=frankie-sweatshirt	Frankie  Sweatshirt	£60.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh04-green_main-300x300.jpg	Eco Friendly|Clothing	This is a variable product called a Frankie  Sweatshirt	The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.	['Clothing', 'Men', 'Tops', 'Hoodies & Sweatshirts|Clothing', 'Collections', 'Eco Friendly|Clothing']	Light green crewneck sweatshirt. Hand pockets. Relaxed fit. Machine wash/dry.	[{'Name': 'Chaz Kangeroo Hoodie', 'Price': '£52.00', 'Link': 'https://gopher1.extrkt.com/?product=chaz-kangeroo-hoodie'}, {'Name': 'Bruno Compete Hoodie', 'Price': '£63.00', 'Link': 'https://gopher1.extrkt.com/?product=bruno-compete-hoodie'}]	XS, S, M, L, XL	None	None	None	Green, White, Yellow
2736	24-MB02	https://gopher1.extrkt.com/?product=fusion-backpack	Fusion Backpack	£59.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb02-gray-0-300x300.jpg	Bags	This is a simple product called Fusion Backpack	With the Fusion Backpack strapped on, every trek is an adventure – even a bus ride to work. That’s partly because two large zippered compartments store everything you need, while a front zippered pocket and side mesh pouches are perfect for stashing those little extras, in case you change your mind and take the day off.	['Gear', 'Bags']	Durable nylon construction.2 main zippered compartments.1 exterior zippered pocket.Mesh side pouches.Padded, adjustable straps.Top carry handle.Dimensions: 18″ x 10″ x 6″.	[{'Name': 'Compete Track Tote', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=compete-track-tote'}, {'Name': 'Driven Backpack', 'Price': '£36.00', 'Link': 'https://gopher1.extrkt.com/?product=driven-backpack'}, {'Name': 'Impulse Duffle', 'Price': '£74.00', 'Link': 'https://gopher1.extrkt.com/?product=impulse-duffle'}, {'Name': 'Crown Summit Backpack', 'Price': '£38.00', 'Link': 'https://gopher1.extrkt.com/?product=crown-summit-backpack'}]	None	Hiking, School, Yoga	None	Burlap, Nylon, Polyester	None
2083	WS02	https://gopher1.extrkt.com/?product=gabrielle-micro-sleeve-top	Gabrielle Micro Sleeve Top	£28.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws02-green_main-300x300.jpg	New Luma Yoga Collection|Clothing	This is a variable product called a Gabrielle Micro Sleeve Top	Luma’s most popular top, the Gabrielle Micro Sleeve is back with even more comfort and style.	['Clothing', 'Women', 'Tops', 'Tees|Clothing', 'Promotions', 'Tees|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing']	Lime green v-neck tee. Slimming, flattering fit. Moisture-wicking, quick-drying, anti-microbial, and anti-odor construction. Longer curved hem provides additional coverage. 55% Hemp / 45% Organic Cotton.	None	XS, S, M, L, XL	None	None	None	Blue, Green, Red
552	MP03	https://gopher1.extrkt.com/?product=geo-insulated-jogging-pant	Geo Insulated Jogging Pant	£51.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp03-black_main-300x300.jpg	New Luma Yoga Collection|Clothing	This is a variable product called a Geo Insulated Jogging Pant	In the cold, even the toughest guys shiver, unless they’re in the Geo Insulated Jogging Pant. Lightweight and wind resistant, they block brutal wind gusts and warm you to the bone. Breathable mesh keeps them dry on the inside.	['Clothing', 'Men', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing']	Black polyester spandex pants with zipper pockets. Reflective safety accents.  Loose fit. On-seam pockets.  8″ leg zips. 32″ inseam.  Machine wash/dry.	[{'Name': 'Zeppelin Yoga Pant', 'Price': '£82.00', 'Link': 'https://gopher1.extrkt.com/?product=zeppelin-yoga-pant'}, {'Name': 'Thorpe Track Pant', 'Price': '£68.00', 'Link': 'https://gopher1.extrkt.com/?product=thorpe-track-pant'}, {'Name': 'Kratos Gym Pant', 'Price': '£57.00', 'Link': 'https://gopher1.extrkt.com/?product=kratos-gym-pant'}]	32, 33, 34, 36	None	None	None	Blue, Green, Red
2715	24-UG05	https://gopher1.extrkt.com/?product=go-getr-pushup-grips	Go-Get’r Pushup Grips	£19.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug05-gr-0-300x300.jpg	New Luma Yoga Collection	This is a simple product called Go-Get’r Pushup Grips	The Go-Get’r Pushup Grips safely provide the extra range of motion you need for a deep-dip routine targeting core, shoulder, chest and arm strength. Do fewer pushups using more energy, getting better results faster than the standard floor-level technique yield.	['Gear', 'Fitness Equipment|Collections', 'New Luma Yoga Collection']	Durable foam grips.Supportive base.	None	None	Athletic, Gym	Men, Women, Unisex	Plastic, Rubber	None
804	MS04	https://gopher1.extrkt.com/?product=gobi-heattec-tee	Gobi HeatTec® Tee	£29.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms04-orange_main-300x300.jpg	Tees	This is a variable product called a Gobi HeatTec® Tee	When the training gets intense, the Gobi HeatTec® Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that’s sure to keep you moving.	['Clothing', 'Men', 'Tops', 'Tees']	Orange micropolyester shirt. HeatTec® wicking fabric. Crew neckline.  Machine wash/dry.	[{'Name': 'Deion Long-Sleeve EverCool™ Tee', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=deion-long-sleeve-evercool-tee'}, {'Name': 'Zoltan Gym Tee', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=zoltan-gym-tee'}, {'Name': 'Strike Endurance Tee', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=strike-endurance-tee'}, {'Name': 'Atomic Endurance Running Tee (V-neck)', 'Price': '£28.00', 'Link': 'https://gopher1.extrkt.com/?product=atomic-endurance-running-tee-v-neck'}]	XS, S, M, L, XL	None	None	None	Black, Orange, Red
229	MH11	https://gopher1.extrkt.com/?product=grayson-crewneck-sweatshirt	Grayson Crewneck Sweatshirt	£64.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh11-white_main-300x300.jpg	Hoodies & Sweatshirts	This is a variable product called a Grayson Crewneck Sweatshirt 	The Grayson Crewneck Sweatshirt gives you that ageless, classic look – a style that comes back around nearly every season. What’s more, its performance and temp-control values are always in vogue.	['Clothing', 'Men', 'Tops', 'Hoodies & Sweatshirts']	Cream crewneck sweatshirt with black accents. 80% cotton/20% polyester fleece.  Patterned knit hood lining.  Knit cuffs and waist.  Pouch pocket.  Curl edged seam detail	[{'Name': 'Hollister Backyard Sweatshirt', 'Price': '£52.00', 'Link': 'https://gopher1.extrkt.com/?product=hollister-backyard-sweatshirt'}, {'Name': 'Oslo Trek Hoodie', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=oslo-trek-hoodie'}, {'Name': 'Abominable Hoodie', 'Price': '£69.00', 'Link': 'https://gopher1.extrkt.com/?product=abominable-hoodie'}, {'Name': 'Marco Lightweight Active Hoodie', 'Price': '£74.00', 'Link': 'https://gopher1.extrkt.com/?product=marco-lightweight-active-hoodie'}]	XS, S, M, L, XL	None	None	None	Orange, Red, White
2352	WSH03	https://gopher1.extrkt.com/?product=gwen-drawstring-bike-short	Gwen Drawstring Bike Short	£50.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh03-gray_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Gwen Drawstring Bike Short	For a completely modern style with moisture-wicking CoolTech™ technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.	['Clothing', 'Women', 'Bottoms', 'Shorts|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Dark heather gray rouched bike shorts. Fitted. Inseam: 2″.  Machine wash/dry.	None	28, 29, 30, 31, 32	None	None	None	Blue, Gray, Orange
2067	WS01	https://gopher1.extrkt.com/?product=gwyn-endurance-tee	Gwyn Endurance Tee	£24.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws01-black_main-300x300.jpg	Tees|Clothing	This is a variable product called a Gwyn Endurance Tee	When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.	['Clothing', 'Women', 'Tops', 'Tees|Clothing', 'Promotions', 'Tees|Clothing']	Short-Sleeves. Machine wash/line dry.	[{'Name': 'Desiree Fitness Tee', 'Price': '£24.00', 'Link': 'https://gopher1.extrkt.com/?product=desiree-fitness-tee'}]	XS, S, M, L, XL	None	None	None	Black, Green, Yellow
2719	24-UG03	https://gopher1.extrkt.com/?product=harmony-lumaflex-strength-band-kit	Harmony Lumaflex™ Strength Band Kit	£22.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug03-bk-0-300x300.jpg	Fitness Equipment	This is a simple product called Harmony Lumaflex™ Strength Band Kit 	Forget fancy machines and costly memberships – the Harmony Lumaflex™ Stength Band Kit is all you need for an amazing workout. The kit has everything you need for a range of strengthening and toning exercises.	['Gear', 'Fitness Equipment']	Three flex bands.Textured, ergonomic grips.Adjustable lengths.Mesh carry bag included.	[{'Name': 'Sprite Yoga Strap 10 foot', 'Price': '£21.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-yoga-strap-10-foot'}, {'Name': 'Sprite Stasis Ball 55 cm', 'Price': '£23.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-2'}, {'Name': 'Sprite Stasis Ball 65 cm', 'Price': '£27.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm'}, {'Name': 'Pursuit Lumaflex™ Tone Band', 'Price': '£16.00', 'Link': 'https://gopher1.extrkt.com/?product=pursuit-lumaflex-tone-band'}]	None	Gym	Men, Women, Unisex	Leather, Plastic, Rubber	None
1050	MSH05	https://gopher1.extrkt.com/?product=hawkeye-yoga-short	Hawkeye Yoga Short	£29.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh05-gray_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Hawkeye Yoga Short	What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.	['Clothing', 'Men', 'Bottoms', 'Shorts|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Dark gray shorts with red accents. 92% Organic Cotton 8% Spandex. Breathable stretch organic cotton. Medium=8.0″ (21.0cm) inseam.	[{'Name': 'Troy Yoga Short', 'Price': '£24.00', 'Link': 'https://gopher1.extrkt.com/?product=troy-yoga-short'}, {'Name': 'Meteor Workout Short', 'Price': '£32.50', 'Link': 'https://gopher1.extrkt.com/?product=meteor-workout-short'}]	32, 33, 34, 36	None	None	None	Black, Blue, Gray
1611	WH10	https://gopher1.extrkt.com/?product=helena-hooded-fleece	Helena Hooded Fleece	£55.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh10-gray_main-300x300.jpg	New Luma Yoga Collection|Clothing	This is a variable product called a Helena Hooded Fleece	Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.	['Clothing', 'Women', 'Tops', 'Hoodies & Sweatshirts|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing']	Full zip. Banded cuffs and waist. Front pockets. Machine wash/dry.	None	XS, S, M, L, XL	None	None	None	Blue, Gray, Yellow
1253	MT04	https://gopher1.extrkt.com/?product=helios-endurance-tank	Helios Endurance Tank	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt04-blue_main-300x300.jpg	Tanks	This is a variable product called a Helios Endurance Tank	When training pushes your limits, you need gear that works harder than you. Our mesh Helio Training Tank is crafted from super-soft, ultra-lightweight fabric that stretches in all directions to follow your every move, on mat, court or street.	['Clothing', 'Men', 'Tops', 'Tanks']	Blue heather tank with gray pocket. Contrast sides and back inserts. Self-fabric binding at neck and armholes.  Machine wash/dry.	[{'Name': 'Primo Endurance Tank', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=primo-endurance-tank'}, {'Name': 'Cassius Sparring Tank', 'Price': '£18.00', 'Link': 'https://gopher1.extrkt.com/?product=cassius-sparring-tank'}, {'Name': 'Erikssen CoolTech™ Fitness Tank', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=erikssen-cooltech-fitness-tank'}, {'Name': 'Rocco Gym Tank', 'Price': '£24.00', 'Link': 'https://gopher1.extrkt.com/?product=rocco-gym-tank'}]	XS, S, M, L, XL	None	None	None	Blue
820	MS05	https://gopher1.extrkt.com/?product=helios-evercool-tee	Helios EverCool™ Tee	£24.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms05-blue_main-300x300.jpg	Eco Friendly|Clothing	This is a variable product called a Helios EverCool™ Tee	Pumping iron or dialing the track, you’ve got cool comfort on your side in our short-sleeve Helios EverCool™ Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.	['Clothing', 'Men', 'Tops', 'Tees|Clothing', 'Collections', 'Eco Friendly|Clothing']	Teal quick dry tee. Relaxed fit.  Crew neckline.  Machine wash/dry.	None	XS, S, M, L, XL	None	None	None	Black, Blue, Purple
1453	WH02	https://gopher1.extrkt.com/?product=hera-pullover-hoodie	Hera Pullover Hoodie	£48.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh02-blue_main-300x300.jpg	Women Sale|Clothing	This is a variable product called a Hera Pullover Hoodie	Get ready to rule the studio and dominate the yoga mat in the Hera Pullover Hoodie, a cozy yet classy look for any level of yogi.	['Clothing', 'Women', 'Tops', 'Hoodies & Sweatshirts|Clothing', 'Promotions', 'Women Sale|Clothing']	Teal with purple stiching. Hoodie pullover. Snug fit.	None	XS, S, M, L, XL	None	None	None	Blue, Green, Orange
